CdStationMesureEauxSurface;LbStationMesureEauxSurface;DurStationMesureEauxSurface;CoordXStationMesureEauxSurface;CoordYStationMesureEauxSurface;CdProjStationMesureEauxSurface;LibelleProjection;CodeCommune;LbCommune;CodeDepartement;LbDepartement;CodeRegion;LbRegion;CdMasseDEau;CdEuMasseDEau;NomMasseDEau;CdEuSsBassinDCEAdmin;NomSsBassinDCEAdmin;CdBassinDCE;CdEuBassinDCE;NomEuBassinDCE;CdTronconHydrographique;CdCoursdEau;NomCoursdEau;CodeTypEthStationMesureEauxSurface;LibelleTypEthStationMesureEauxSurface;ComStationMesureEauxSurface;DateCreationStationMesureEauxSurface;DateArretActiviteStationMesureEauxSurface;DateMAJInfosStationMesureEauxSurface;FinaliteStationMesureEauxSurface;LocPreciseStationMesureEauxSurface;CodeNatureStationMesureEauxSurface;LibelleNatureStationMesureEauxSurface;AltitudePointCaracteritisque;PkPointTronconEntiteHydroPrincipale;PremierMoisAnneeEtiage;SuperficieBassinVersantReel;SuperficieBassinVersantTopo
03194180;LE BRAS DES CHÂTELETS A CHERISY 1;;583148;6852359;26;RGF93 / Lambert 93;28098;Cherisy;28;Eure-et-Loir;24;Centre-Val de Loire;HR251A;;;;;;;;H4180410;H41-0410;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;AVAL PONT D 21 LES OSMEAUX-CHERIZY,AVAL DREUX ,BRAS DROIT;0;Nature de la station inconnue;0;;;;
03194540;LE BUTERNAY A LA CHAPELLE FORTIN;;541425.08;6841047.96;26;RGF93 / Lambert 93;28077;La Chapelle-Fortin;28;Eure-et-Loir;24;Centre-Val de Loire;HR253;;;;;;;;H4220600;H4220600;;2;Station qualité située sur un cours d'eau;;2010-12-03;;2019-12-02;;Hameau La Colonière - Pont D317;0;Nature de la station inconnue;0;;;;
03194620;L'AVRE A MONTIGNY-SUR-AVRE 1;;553690;6849448;26;RGF93 / Lambert 93;28263;Montigny-sur-Avre;28;Eure-et-Loir;24;Centre-Val de Loire;HR254;;;;;;;;H4230400;H42-0400;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;Pont de la D102 Attention prélèvement bio légèrement différent de PC;0;Nature de la station inconnue;0;;;;
03194880;LA MEUVETTE A DAMPIERRE-SUR-AVRE 1;;562775;6852718;26;RGF93 / Lambert 93;28124;Dampierre-sur-Avre;28;Eure-et-Loir;24;Centre-Val de Loire;HR255;;;;;;;;H4240600;H4240600;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;PONT D313 A ILOU COMMUNE DE DAMPIERRE SUR AVRE;0;Nature de la station inconnue;0;;;;
H4165103;Plan d'eau d'Ecluzelles;;584280;6847260;26;RGF93 / Lambert 93;28136;Écluzelles;28;Eure-et-Loir;24;Centre-Val de Loire;HL23;;;;;;;;;;;1;Station qualité située sur un plan d'eau;;2008-01-01;;2019-12-06;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
04046295;AUBOIS à MARSEILLE-LES-AUBIGNY;;700446.5;6662826;26;RGF93 / Lambert 93;18139;Marseilles-lès-Aubigny;18;Cher;24;Centre-Val de Loire;GR0289;;;;;;;;K4020300;K40-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-17;Non renseigné;RG BRAS OUEST AU DROIT FERME DES 3 ROIS;M;Station de mesure Manuelle;0;998639;;;
04046545;VAUVISE à JUSSY-LE-CHAUDRIER;;694744.1;6669900;26;RGF93 / Lambert 93;18120;Jussy-le-Chaudrier;18;Cher;24;Centre-Val de Loire;GR0290;;;;;;;;K4070310;K40-0310;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2009-10-26;Non renseigné;PONT D53 (RD);M;Station de mesure Manuelle;0;969072;;;
04046590;BENELLE À SAINT-BOUIZE;;691742.6;6684138;26;RGF93 / Lambert 93;18200;Saint-Bouize;18;Cher;24;Centre-Val de Loire;GR2121;;;;;;;;K4076600;K4076600;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-10-16;Non renseigné;PONT D201;M;Station de mesure Manuelle;0;998530;;;
04046621;BOISSEAU A VINON;;686804.2;6687000;26;RGF93 / Lambert 93;18287;Vinon;18;Cher;24;Centre-Val de Loire;GR2153;;;;;;;;K4077500;K4077500;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2014-07-29;Non renseigné;50 M EN AVAL DU PONT DE LA D10 A VINON;M;Station de mesure Manuelle;0;989576;;;
04046800;LOIRE À SAINT-SATUR;;690025;6693120;26;RGF93 / Lambert 93;18233;Saint-Satur;18;Cher;24;Centre-Val de Loire;GR0007A;;;;;;;;K4050000;----0000;;2;Station qualité située sur un cours d'eau;LOIRE;1900-01-01;;2012-06-28;Non renseigné;PONT D2 RIVE DROITE POUR EVITER INFLUENCE VAUVISE;M;Station de mesure Manuelle;0;517381;;;
04046850;CANAL LATERAL A LA LOIRE à BANNAY;;691077;6697690;26;RGF93 / Lambert 93;18020;Bannay;18;Cher;24;Centre-Val de Loire;GR0956C;;;;;;;;K4082002;K---200G;;2;Station qualité située sur un cours d'eau;PAS SITE POISSON INDICATEUR NON PERTINENT;1900-01-01;;2012-06-28;Non renseigné;PASSERELLE PERPENDICULAIRE A LA D955;M;Station de mesure Manuelle;0;964394;;;
04047650;VENELLE à BEAULIEU-SUR-LOIRE;;686961.9;6713660;26;RGF93 / Lambert 93;45029;Beaulieu-sur-Loire;45;Loiret;24;Centre-Val de Loire;GR1008;;;;;;;;K4136000;K4136000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-10-16;Non renseigné;PONT ENTRE LES TERRES FORTES ET LES CRICS;M;Station de mesure Manuelle;0;994216;;;
04047700;OUSSON à OUSSON-SUR-LOIRE;;685461.4;6721683;26;RGF93 / Lambert 93;45238;Ousson-sur-Loire;45;Loiret;24;Centre-Val de Loire;GR1049;;;;;;;;K4154500;K4154500;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2011-01-10;Non renseigné;PONT AU NIVEAU DU BOIS DE POUTEAU;M;Station de mesure Manuelle;0;998042;;;
04047860;TREZEE à OUZOUER-SUR-TREZEE;;684376;6729448;26;RGF93 / Lambert 93;45245;Ouzouer-sur-Trézée;45;Loiret;24;Centre-Val de Loire;GR0293;;;;;;;;K4170310;K41-0310;;2;Station qualité située sur un cours d'eau;TRÉZÉE;1900-01-01;;2010-05-19;Non renseigné;AVAL OUZOUER, AMONT FERME DU PETIT ROCHOIR;M;Station de mesure Manuelle;0;993214;;;
04048000;LOIRE à GIEN;;673175.1;6730820;26;RGF93 / Lambert 93;45155;Gien;45;Loiret;24;Centre-Val de Loire;GR0007A;;;;;;;;K4180000;----0000;;2;Station qualité située sur un cours d'eau;LOIRE;1900-01-01;;2013-05-27;Evaluation;PONT D940 - AMONT GIEN;M;Station de mesure Manuelle;0;566649;;;
04048550;NOTREURE à CERNOY-EN-BERRY;;672611.6;6718162;26;RGF93 / Lambert 93;45064;Cernoy-en-Berry;45;Loiret;24;Centre-Val de Loire;GR0295;;;;;;;;K4194000;K4194000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-02-19;Non renseigné;PONT D53 AU LIEU-DIT L'AUBIER (RD);M;Station de mesure Manuelle;0;979750;;;
04049250;QUIAULNE ou AQUIAULNE à COULLONS;;662277;6728517;26;RGF93 / Lambert 93;45108;Coullons;45;Loiret;24;Centre-Val de Loire;GR0297;;;;;;;;K4214000;K4214000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2021-04-15;Non renseigné;LE MOULIN BOURGEOIS;M;Station de mesure Manuelle;0;988569.753;;;
04049625;BEC D'ABLE à SULLY-SUR-LOIRE;;649237.6;6740291;26;RGF93 / Lambert 93;45315;Sully-sur-Loire;45;Loiret;24;Centre-Val de Loire;GR1116;;;;;;;;K4250300;K42-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-02-19;Non renseigné;MOULIN DE REMOURS (RD);M;Station de mesure Manuelle;0;995341;;;
04049800;BONNEE à GERMIGNY-DES-PRES;;644426;6750192;26;RGF93 / Lambert 93;45153;Germigny-des-Prés;45;Loiret;24;Centre-Val de Loire;GR0296;;;;;;;;K4280310;K42-0310;;2;Station qualité située sur un cours d'eau;BONNÉE;1900-01-01;;2021-04-15;Non renseigné;PONT D60;M;Station de mesure Manuelle;0;997658;;;
04050000;LOIRE à JARGEAU;;634434.8;6752517;26;RGF93 / Lambert 93;45173;Jargeau;45;Loiret;24;Centre-Val de Loire;GR0007B;;;;;;;;K4300000;----0000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2015-03-04;Non renseigné;PONT D921;M;Station de mesure Manuelle;0;620081;;;
04050100;OUSSANCE à INGRANNES;;642369.1;6766496;26;RGF93 / Lambert 93;45168;Ingrannes;45;Loiret;24;Centre-Val de Loire;GR0298;;;;;;;;K4310320;K43-0320;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2011-04-06;Non renseignée;EN AMONT D'INGRANNES, AU LD LE GUE BOURDON (RG);M;Station de mesure Manuelle;0;971464;;;
04050200;CENS À DONNERY;;633027.45;6757497.44;26;RGF93 / Lambert 93;45126;Donnery;45;Loiret;24;Centre-Val de Loire;GR0298;;;;;;;;K4330320;K43-0320;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2017-08-10;Non renseigné;PONT D709 - RUE DU MOULIN D'AIRVAULT;M;Station de mesure Manuelle;0;985153;;;
04050400;BIONNE à COMBLEUX;;624483.8;6756411;26;RGF93 / Lambert 93;45100;Combleux;45;Loiret;24;Centre-Val de Loire;GR1182;;;;;;;;K4344000;K4344000;;2;Station qualité située sur un cours d'eau;BIONNE;1900-01-01;;2014-03-13;Non renseigné;LIEU-DIT LA GRANDE MAISON - AVAL PONT RN 960;M;Station de mesure Manuelle;0;998846;;;
04051125;DHUY à SANDILLON;;628797.6;6746262;26;RGF93 / Lambert 93;45300;Sandillon;45;Loiret;24;Centre-Val de Loire;GR1140;;;;;;;;K4370310;K43-0310;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-27;Non renseigné;PONT D13 (RD);M;Station de mesure Manuelle;0;988255;;;
04051150;DHUY à ORLEANS;;621006.47;6750416.15;26;RGF93 / Lambert 93;45234;Orléans;45;Loiret;24;Centre-Val de Loire;GR1140;;;;;;;;K4380310;K43-0310;;2;Station qualité située sur un cours d'eau;DHUY;1900-01-01;;2001-02-28;Evaluation;PONT DE GOBSON;M;Station de mesure Manuelle;0;998418;;;
04051250;LOIRET à SAINT-HILAIRE-SAINT-MESMIN;;613314;6753119;26;RGF93 / Lambert 93;45282;Saint-Hilaire-Saint-Mesmin;45;Loiret;24;Centre-Val de Loire;GR0299;;;;;;;;K4390300;K43-0300;;2;Station qualité située sur un cours d'eau;LOIRET;1900-01-01;;2013-05-27;Non renseigné;PONT ST NICOLAS;M;Station de mesure Manuelle;0;996569;;;
04051345;MAUVE DE SAINT-AY à SAINT-AY;;605455.9;6750664;26;RGF93 / Lambert 93;45269;Saint-Ay;45;Loiret;24;Centre-Val de Loire;GR1173;;;;;;;;K4404500;K4404500;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2012-10-16;Non renseigné;LA SEIGNEURIE;M;Station de mesure Manuelle;0;999461;;;
04051400;LOIRE à MEUNG-SUR-LOIRE;;602843.8;6747759;26;RGF93 / Lambert 93;45203;Meung-sur-Loire;45;Loiret;24;Centre-Val de Loire;GR0007C;;;;;;;;K4400000;----0000;;2;Station qualité située sur un cours d'eau;LOIRE;1900-01-01;;2013-05-27;Non renseigné;PONT  D18 - AVAL CONFLUENCE LOIRET;M;Station de mesure Manuelle;0;659185;;;
04051500;MAUVE (DE MEUNG) ou DE LA DETOURBE à MEUNG-SUR-LOIRE;;601494.1;6746460;26;RGF93 / Lambert 93;45203;Meung-sur-Loire;45;Loiret;24;Centre-Val de Loire;GR0301;;;;;;;;K4414000;K4414000;;2;Station qualité située sur un cours d'eau;MAUVES-DE-MEUNG;1900-01-01;;2022-02-07;Non renseigné;LIEU-DIT LES RIBAUDIERES;M;Station de mesure Manuelle;0;998706;;;
04051587;LIEN à LESTIOU;;595112.9;6738798;26;RGF93 / Lambert 93;41114;Lestiou;41;Loir-et-Cher;24;Centre-Val de Loire;GR1097;;;;;;;;K4427000;K4427000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2010-03-22;Non renseigné;LIEU DIT " LES GOURIS" MILIEU DU COURS D'EAU;M;Station de mesure Manuelle;0;997434;;;
04051600;ARDOUX à ARDON;;615821;6742167;26;RGF93 / Lambert 93;45006;Ardon;45;Loiret;24;Centre-Val de Loire;GR0300;;;;;;;;K4430300;K44-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2009-05-05;Non renseigné;PONT D168;M;Station de mesure Manuelle;0;964295;;;
04051650;ARDOUX à CLERY-SAINT-ANDRE;;608980.5;6746966;26;RGF93 / Lambert 93;45098;Cléry-Saint-André;45;Loiret;24;Centre-Val de Loire;GR0300;;;;;;;;K4430300;K44-0300;;2;Station qualité située sur un cours d'eau;ARDOUX;1900-01-01;;2021-04-15;Non renseignée;LIEU-DIT LES ELUS;M;Station de mesure Manuelle;0;974138;;;
04051780;ARDOUX à LAILLY-EN-VAL;;599269.56;6739420.86;26;RGF93 / Lambert 93;45179;Lailly-en-Val;45;Loiret;24;Centre-Val de Loire;GR0300;;;;;;;;K4440300;K44-0300;;2;Station qualité située sur un cours d'eau;ARDOUX;1900-01-01;;2001-02-28;Non renseigné;PONT DE LA RUE HALLEE;M;Station de mesure Manuelle;0;991612;;;
04051850;LOIRE à MUIDES-SUR-LOIRE;;589367.9;6731432;26;RGF93 / Lambert 93;41155;Muides-sur-Loire;41;Loir-et-Cher;24;Centre-Val de Loire;GR0007C;;;;;;;;K4450000;----0000;;2;Station qualité située sur un cours d'eau;LOIRE;1900-01-01;;2013-05-27;Evaluation;PONT D112;M;Station de mesure Manuelle;0;682828;;;
04051900;TRONNE à SUEVRES;;583143;6729794;26;RGF93 / Lambert 93;41252;Suèvres;41;Loir-et-Cher;24;Centre-Val de Loire;GR1087;;;;;;;;K4464000;K4464000;;2;Station qualité située sur un cours d'eau;TRONNE\n;1900-01-01;;2013-10-16;Non renseigné;PONT ENTRE LES LIEUX-DITS DE LA MOTTE ET DE LA NUZEE;M;Station de mesure Manuelle;0;997672.06;;;
04052025;MEES À CHAUSSEE-SAINT-VICTOR (LA);;577116.7;6724516.39;26;RGF93 / Lambert 93;41047;La Chaussée-Saint-Victor;41;Loir-et-Cher;24;Centre-Val de Loire;GR1035;;;;;;;;K4475000;K4475000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2021-04-15;Non renseigné;EN AMONT DU PONT DU LAVOIR;M;Station de mesure Manuelle;0;997493;;;
04052125;NEUBLA À BRINON-SUR-SAULDRE;;635317.7;6719359;26;RGF93 / Lambert 93;18037;Brinon-sur-Sauldre;18;Cher;24;Centre-Val de Loire;GR1029;;;;;;;;K4534500;K4534500;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2010-07-26;Non renseigné;D923 - LE CUL D'ENFER;M;Station de mesure Manuelle;0;998651;;;
04052150;BEUVRON À PIERREFITTE-SUR-SAULDRE;;633568.79;6720516.74;26;RGF93 / Lambert 93;41176;Pierrefitte-sur-Sauldre;41;Loir-et-Cher;24;Centre-Val de Loire;GR0287A;;;;;;;;K4530220;K4--0220;;2;Station qualité située sur un cours d'eau;précédemment appelée Lamotte-beuvron;1900-01-01;;2012-06-12;Non renseigné;PT D55 BRAS NORD - AMONT LAMOTTE;M;Station de mesure Manuelle;0;920707;;;
04068200;CHER à GIEVRES;;598436.9;6685304;26;RGF93 / Lambert 93;41097;Gièvres;41;Loir-et-Cher;24;Centre-Val de Loire;GR0150B;;;;;;;;K6220090;K---0090;;2;Station qualité située sur un cours d'eau;CHER;1900-01-01;;2010-06-08;Evaluation;Pont D128;M;Station de mesure Manuelle;0;892825;;;
04052220;BEUVRON à CHAUMONT-SUR-THARONNE;;618750;6720020;26;RGF93 / Lambert 93;41046;Chaumont-sur-Tharonne;41;Loir-et-Cher;24;Centre-Val de Loire;GR0287B;;;;;;;;K4550220;K4--0220;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-17;Non renseigné;PONT D123 ENTRE SAINT-VIATRE ET CHAUMONT-SUR-THARONNE (RD OU RG);M;Station de mesure Manuelle;0;938824;;;
04052265;THARONNE à NEUNG-SUR-BEUVRON;;611829.1;6719000;26;RGF93 / Lambert 93;41159;Neung-sur-Beuvron;41;Loir-et-Cher;24;Centre-Val de Loire;GR0302;;;;;;;;K4564000;K4564000;;2;Station qualité située sur un cours d'eau;Eviter l'influence du gué. Accès par le chemin du pont du Chatelier (accès impossible par l'élevage de faisans de la Petite Rivière)\n;1900-01-01;;2020-03-27;Non renseigné;AVAL GUE DE VILLEMALET;M;Station de mesure Manuelle;0;996358.806;;;
04052350;NEANT à SAINT-VIATRE;;622072.2;6716980;26;RGF93 / Lambert 93;41231;Saint-Viâtre;41;Loir-et-Cher;24;Centre-Val de Loire;GR0303;;;;;;;;K4600300;K46-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-27;Non renseigné;PONT D49 EN AMONT DE SAINT-VIATRE (RG);M;Station de mesure Manuelle;0;973727;;;
04052390;NEANT à VERNOU-EN-SOLOGNE;;601505.66;6713829.05;26;RGF93 / Lambert 93;41271;Vernou-en-Sologne;41;Loir-et-Cher;24;Centre-Val de Loire;GR0304;;;;;;;;K4620300;K46-0300;;2;Station qualité située sur un cours d'eau;NÉANT;1900-01-01;;2012-06-12;Non renseigné;LD MILGONTIER;M;Station de mesure Manuelle;0;996916;;;
04052460;CONON à COUR-CHEVERNY;;582071.7;6714150;26;RGF93 / Lambert 93;41067;Cour-Cheverny;41;Loir-et-Cher;24;Centre-Val de Loire;GR0306;;;;;;;;K4684000;K4684000;;2;Station qualité située sur un cours d'eau;CONON\n;1900-01-01;;2014-03-04;Non renseigné;LIEU-DIT LA CREPINIERE;M;Station de mesure Manuelle;0;996685.101;;;
04052520;BONNE HEURE à BAUZY;;595440.7;6716151;26;RGF93 / Lambert 93;41013;Bauzy;41;Loir-et-Cher;24;Centre-Val de Loire;GR0305;;;;;;;;K4660310;K46-0310;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-17;Non renseigné;PONT DE BAUZY;M;Station de mesure Manuelle;0;991824;;;
04052590;BIEVRE à MONTHOU-SUR-BIEVRE;;571875.83;6711236.44;26;RGF93 / Lambert 93;41145;Monthou-sur-Bièvre;41;Loir-et-Cher;24;Centre-Val de Loire;GR0307;;;;;;;;K4695500;K4695500;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2021-04-15;Non renseigné;EN AMONT PONT D7 - MILIEU DU COURS D'EAU;M;Station de mesure Manuelle;0;999278;;;
04052600;BEUVRON à CANDE-SUR-BEUVRON;;569019.1;6711840;26;RGF93 / Lambert 93;41029;Candé-sur-Beuvron;41;Loir-et-Cher;24;Centre-Val de Loire;GR0288;;;;;;;;K4690220;K4--0220;;2;Station qualité située sur un cours d'eau;BEUVRON;1900-01-01;;2013-05-27;Non renseigné;PONT D 751;M;Station de mesure Manuelle;0;998275;;;
04052650;BOURILLON à MARCILLY-EN-VILLETTE;;628032.4;6740991;26;RGF93 / Lambert 93;45193;Marcilly-en-Villette;45;Loiret;24;Centre-Val de Loire;GR0308;;;;;;;;K4724000;K4724000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-27;Non renseignée;D7 AU LD GUE RENARD (RD);M;Station de mesure Manuelle;0;994730;;;
04052705;COSSON à LA FERTE-SAINT-AUBIN;;616194.8;6736181.37;26;RGF93 / Lambert 93;45146;La Ferté-Saint-Aubin;45;Loiret;24;Centre-Val de Loire;GR0308;;;;;;;;K4730300;K47-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2014-03-12;Non renseigné;AVAL DE LA FERTE SAINT-AUBIN - MOULIN DE CHARTRAINE;M;Station de mesure Manuelle;0;938994;;;
04052725;CANNE à LA FERTE-SAINT-AUBIN;;618682.9;6732651;26;RGF93 / Lambert 93;45146;La Ferté-Saint-Aubin;45;Loiret;24;Centre-Val de Loire;GR0310;;;;;;;;K4750310;K47-0310;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2014-03-12;Non renseigné;PONT D922 - PONT DES GASCONS;M;Station de mesure Manuelle;0;992526;;;
04052750;COSSON à LA FERTE-SAINT-CYR;;600084.2;6729408;26;RGF93 / Lambert 93;41085;La Ferté-Saint-Cyr;41;Loir-et-Cher;24;Centre-Val de Loire;GR0309A;;;;;;;;K4780300;K47-0300;;2;Station qualité située sur un cours d'eau;COSSON;1900-01-01;;2010-06-07;Evaluation;AVAL DE L'AGGLOMERATION;M;Station de mesure Manuelle;0;959101;;;
04052760;RIBOU À THOURY;;594727.9;6727152;26;RGF93 / Lambert 93;41260;Thoury;41;Loir-et-Cher;24;Centre-Val de Loire;GR1052;;;;;;;;K4787400;K4787400;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-17;Non renseigné;PONT DU GRP DE SOLOGNE, 550M EN AVAL D33;M;Station de mesure Manuelle;0;999300;;;
04052770;COSSON à HUISSEAU-SUR-COSSON;;583720.36;6722647.58;26;RGF93 / Lambert 93;41104;Huisseau-sur-Cosson;41;Loir-et-Cher;24;Centre-Val de Loire;GR0309A;;;;;;;;K4780300;K47-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2014-03-12;Non renseigné;AMONT PONT D177;M;Station de mesure Manuelle;0;978092;;;
04052800;COSSON à CHAILLES;;572811.8;6717258;26;RGF93 / Lambert 93;41032;Chailles;41;Loir-et-Cher;24;Centre-Val de Loire;GR0309B;;;;;;;;K4790300;K47-0300;;2;Station qualité située sur un cours d'eau;Prélèvement en aval du pont;1900-01-01;;2012-06-26;Non renseigné;AVAL PONT  D751;M;Station de mesure Manuelle;0;992340;;;
04053000;LOIRE à CHAUMONT-SUR-LOIRE;;563708.6;6711018;26;RGF93 / Lambert 93;41045;Chaumont-sur-Loire;41;Loir-et-Cher;24;Centre-Val de Loire;GR0007C;;;;;;;;K4800000;----0000;;2;Station qualité située sur un cours d'eau;LOIRE;1900-01-01;;2011-01-10;Evaluation;PONT DE CHAUMONT SUR LOIRE;M;Station de mesure Manuelle;0;717634;;;
04053320;MASSE OU AMASSE à SOUVIGNY-DE-TOURAINE;;555408.5;6703302;26;RGF93 / Lambert 93;37252;Souvigny-de-Touraine;37;Indre-et-Loire ;24;Centre-Val de Loire;GR2222;;;;;;;;K4814000;K4814000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-27;Non renseigné;PONT D80 ENTRE SOUVIGNY DE TOURAINE ET ARTIGNY (RD);M;Station de mesure Manuelle;0;989354;;;
04053370;CISSE LANDAISE à LA-CHAPELLE-VENDOMOISE;;568568.07;6730173.56;26;RGF93 / Lambert 93;41040;La Chapelle-Vendômoise;41;Loir-et-Cher;24;Centre-Val de Loire;GR1570;;;;;;;;K4837000;K4837000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-10-16;Non renseigné;MILIEU DU COURS D'EAU EN AMONT DU PONT DU CHEMIN DU GRAND GUE;M;Station de mesure Manuelle;0;997861;;;
04053400;CISSE à SAINT-BOHAIRE;;569764.1;6728196;26;RGF93 / Lambert 93;41203;Saint-Bohaire;41;Loir-et-Cher;24;Centre-Val de Loire;GR0311A;;;;;;;;K4830150;K4--0150;;2;Station qualité située sur un cours d'eau;CISSE;1900-01-01;;2013-05-27;Non renseigné;MOULIN DE VARENNES;M;Station de mesure Manuelle;0;936960;;;
04053790;RAMBERGE à POCE-SUR-CISSE;;548796.1;6706545;26;RGF93 / Lambert 93;37185;Pocé-sur-Cisse;37;Indre-et-Loire ;24;Centre-Val de Loire;GR1021;;;;;;;;K4856000;K4856000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2009-04-29;Non renseigné;RG  AVAL PASSERELLE AU DROIT RESIDENCE PASSAGE DE POCE;M;Station de mesure Manuelle;0;998236;;;
04053800;CISSE à NAZELLES-NEGRON;;545833.26;6705397.84;26;RGF93 / Lambert 93;37163;Nazelles-Négron;37;Indre-et-Loire ;24;Centre-Val de Loire;GR0311B;;;;;;;;K4850150;K4--0150;;2;Station qualité située sur un cours d'eau;CISSE;1900-01-01;;2013-05-17;Non renseigné;PONT  D5 - PROXIMITE AMBOISE;M;Station de mesure Manuelle;0;984824;;;
04054000;BRENNE À VILLEDOMER - AVAL CHATEAU-RENAULT;;541990.1;6720711;26;RGF93 / Lambert 93;37063;Château-Renault;37;Indre-et-Loire ;24;Centre-Val de Loire;GR0312B;;;;;;;;K4870310;K48-0310;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2012-10-15;Evaluation;AU DROIT DE LA PASSERELLE D'ACCES AU LIEU-DIT VILLAUMAY;M;Station de mesure Manuelle;0;977148;;;
04054400;BRENNE à VERNOU-SUR-BRENNE;;537355;6704089;26;RGF93 / Lambert 93;37270;Vernou-sur-Brenne;37;Indre-et-Loire ;24;Centre-Val de Loire;GR0312B;;;;;;;;K4880311;K48-0311;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2014-12-15;Non renseigné;PONT DE LA D1 - PRELEVEMENT DANS LE BRAS OUEST;M;Station de mesure Manuelle;0;997906.797;;;
04054990;BEDOIRE à ROCHECORBON;;530716.6;6704700;26;RGF93 / Lambert 93;37203;Rochecorbon;37;Indre-et-Loire ;24;Centre-Val de Loire;GR2215;;;;;;;;K4904500;K4904500;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2010-03-22;Non renseigné;PONT AVAL IMMEDIAT DU MOULIN DE TOUVOIE;M;Station de mesure Manuelle;0;998383;;;
04055810;CHOISILLE à CERELLES;;528071.9;6715507;26;RGF93 / Lambert 93;37047;Cerelles;37;Indre-et-Loire ;24;Centre-Val de Loire;GR1647;;;;;;;;K4910300;K49-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2010-06-21;Non renseigné;AMONT CONFL. CHOISILLE DE BEAUMONT;M;Station de mesure Manuelle;0;978976;;;
04055900;CHOISILLE à SAINT-CYR-SUR-LOIRE;;522343;6703229;26;RGF93 / Lambert 93;37214;Saint-Cyr-sur-Loire;37;Indre-et-Loire ;24;Centre-Val de Loire;GR0313;;;;;;;;K4930300;K49-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2014-03-12;Non renseigné;PONT DE LA RUE DE CHARCENAY;M;Station de mesure Manuelle;0;997623;;;
04056000;LOIRE à VILLANDRY;;509748.8;6696831;26;RGF93 / Lambert 93;37272;Villandry;37;Indre-et-Loire ;24;Centre-Val de Loire;GR0007C;;;;;;;;K4980000;----0000;;2;Station qualité située sur un cours d'eau;LOIRE;1900-01-01;;2012-06-28;Non renseigné;PONT S.N.C.F. - AMONT CONFLUENCE CHER;M;Station de mesure Manuelle;0;776755;;;
04063530;SOLOGNE à CHARENTON-DU-CHER;;677059.91;6625552.68;26;RGF93 / Lambert 93;18052;Charenton-du-Cher;18;Cher;24;Centre-Val de Loire;GR0329;;;;;;;;K5424000;K5424000;;2;Station qualité située sur un cours d'eau;SOLOGNE;1900-01-01;;2013-10-16;Non renseigné;LIEU-DIT PETOULLE, EN AMONT DE LA CONFLUENCE AVEC LA MARMANDE;M;Station de mesure Manuelle;0;998980;;;
04063550;MARMANDE à SAINT-PIERRE-LES-ETIEUX;;668830;6624877;26;RGF93 / Lambert 93;18231;Saint-Pierre-les-Étieux;18;Cher;24;Centre-Val de Loire;GR0328;;;;;;;;K5430300;K54-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2012-07-05;Non renseigné;EN AMONT DU PONT AU LD BOUTILLON SUR LA D136;M;Station de mesure Manuelle;0;989992;;;
