CdStationMesureEauxSurface;LbStationMesureEauxSurface;DurStationMesureEauxSurface;CoordXStationMesureEauxSurface;CoordYStationMesureEauxSurface;CdProjStationMesureEauxSurface;LibelleProjection;CodeCommune;LbCommune;CodeDepartement;LbDepartement;CodeRegion;LbRegion;CdMasseDEau;CdEuMasseDEau;NomMasseDEau;CdEuSsBassinDCEAdmin;NomSsBassinDCEAdmin;CdBassinDCE;CdEuBassinDCE;NomEuBassinDCE;CdTronconHydrographique;CdCoursdEau;NomCoursdEau;CodeTypEthStationMesureEauxSurface;LibelleTypEthStationMesureEauxSurface;ComStationMesureEauxSurface;DateCreationStationMesureEauxSurface;DateArretActiviteStationMesureEauxSurface;DateMAJInfosStationMesureEauxSurface;FinaliteStationMesureEauxSurface;LocPreciseStationMesureEauxSurface;CodeNatureStationMesureEauxSurface;LibelleNatureStationMesureEauxSurface;AltitudePointCaracteritisque;PkPointTronconEntiteHydroPrincipale;PremierMoisAnneeEtiage;SuperficieBassinVersantReel;SuperficieBassinVersantTopo
K632550;ETANG DU PUITS à ARGENT-SUR-SAULDRE;;652944.64;6720972.69;26;RGF93 / Lambert 93;18011;Argent-sur-Sauldre;18;Cher;24;Centre-Val de Loire;GL007;;;;;;;;;;;1;Station qualité située sur un plan d'eau;Coordonnées du point le plus profond (points de prélèvement eau et sédiment);1900-01-01;;2008-10-01;Non renseignée;ETANG DU PUITS A ARGENT-SUR-SAULDRE;M;Station de mesure Manuelle;0;;;;
K649560;ETANG BEZARD à LASSAY-SUR-CROISNE;;596933.94;6699218.09;26;RGF93 / Lambert 93;41112;Lassay-sur-Croisne;41;Loir-et-Cher;24;Centre-Val de Loire;GL092;;;;;;;;;;;1;Station qualité située sur un plan d'eau;Coordonnées du centroïde du plan d'eau;1900-01-01;;2008-10-01;Non renseignée;ETANG BEZARD A LASSAY-SUR-CROISNE;M;Station de mesure Manuelle;0;;;;
K751505;ETANG DU LOUROUX à LE LOUROUX;;532120.4;6675616;26;RGF93 / Lambert 93;37136;Le Louroux;37;Indre-et-Loire ;24;Centre-Val de Loire;GL090;;;;;;;;K7514200;K7514200;;1;Station qualité située sur un plan d'eau;Coordonnées du centroïde du plan d'eau;1900-01-01;;2011-02-09;Non renseignée;ETANG DU LOUROUX A LE LOUROUX;M;Station de mesure Manuelle;0;998076;;;
L453500R;COMPLEXE D'EGUZON à SAINT-PLANTAIRE;;593696.83;6595738.15;26;RGF93 / Lambert 93;36207;Saint-Plantaire;36;Indre;24;Centre-Val de Loire;GL061;;;;;;;;L4534500;L4534500;;1;Station qualité située sur un plan d'eau;Coordonnées du point le plus profond (points de prélèvement eau et sédiment);1900-01-01;;2008-10-01;Non renseignée;COMPLEXE D'EGUZON A SAINT-PLANTAIRE;M;Station de mesure Manuelle;0;999969;;;
L475510;COMPLEXE DE FONTGOMBAULT à DOUADIC;;558899.6;6624858;26;RGF93 / Lambert 93;36066;Douadic;36;Indre;24;Centre-Val de Loire;GL070;;;;;;;;L4740300;L47-0300;;1;Station qualité située sur un plan d'eau;Coordonnées du centroïde du plan d'eau;1900-01-01;;2011-02-09;Non renseignée;COMPLEXE DE FONTGOMBAULT A DOUADIC;M;Station de mesure Manuelle;0;977913;;;
L611595;ETANG GABY à VENDOEUVRES;;575747.85;6629455.95;26;RGF93 / Lambert 93;36232;Vendœuvres;36;Indre;24;Centre-Val de Loire;GL073;;;;;;;;L6114600;L6114600;;1;Station qualité située sur un plan d'eau;Coordonnées du centroïde du plan d'eau;1900-01-01;;2008-10-01;Non renseignée;ETANG GABY A VENDOEUVRES;M;Station de mesure Manuelle;0;999800;;;
L611699;ETANG DE BELLEBOUCHE à MEZIERES-EN-BRENNE;;570903.22;6633341.33;26;RGF93 / Lambert 93;36123;Mézières-en-Brenne;36;Indre;24;Centre-Val de Loire;GL063;;;;;;;;L6115000;L6115000;;1;Station qualité située sur un plan d'eau;Coordonnées du centroïde du plan d'eau;1900-01-01;;2008-10-01;Non renseignée;ETANG DE BELLEBOUCHE A MEZIERES-EN-BRENNE;M;Station de mesure Manuelle;0;997821;;;
L611713;ETANG DE PIEGU à MEZIERES-EN-BRENNE;;567644.36;6635567.77;26;RGF93 / Lambert 93;36123;Mézières-en-Brenne;36;Indre;24;Centre-Val de Loire;GL079;;;;;;;;L6116000;L6116000;;1;Station qualité située sur un plan d'eau;Coordonnées du centroïde du plan d'eau;1900-01-01;;2008-10-01;Non renseignée;ETANG DE PIEGU A MEZIERES-EN-BRENNE;M;Station de mesure Manuelle;0;997582;;;
L611725;ETANG DES VIGNEAUX à MEZIERES-EN-BRENNE;;567946.62;6631900.13;26;RGF93 / Lambert 93;36123;Mézières-en-Brenne;36;Indre;24;Centre-Val de Loire;GL083;;;;;;;;L6116520;L6116520;;1;Station qualité située sur un plan d'eau;Coordonnées du point le plus profond (points de prélèvement eau et sédiment);1900-01-01;;2008-10-01;Non renseignée;ETANG DES VIGNEAUX A MEZIERES-EN-BRENNE;M;Station de mesure Manuelle;0;994386;;;
L611757;ETANG BAIGNE-JEAN à MEZIERES-EN-BRENNE;;564628.8;6633802;26;RGF93 / Lambert 93;36123;Mézières-en-Brenne;36;Indre;24;Centre-Val de Loire;GL084;;;;;;;;L6116520;L6116520;;1;Station qualité située sur un plan d'eau;Coordonnées du centroïde du plan d'eau;1900-01-01;;2011-02-09;Non renseignée;ETANG BAIGNE-JEAN A MEZIERES-EN-BRENNE;M;Station de mesure Manuelle;0;998666;;;
L611926;ETANG DU COUVENT à SAINT-MICHEL-EN-BRENNE;;562470.42;6634716.58;26;RGF93 / Lambert 93;36204;Saint-Michel-en-Brenne;36;Indre;24;Centre-Val de Loire;GL069;;;;;;;;;;;1;Station qualité située sur un plan d'eau;Coordonnées du centroïde du plan d'eau;1900-01-01;;2008-10-01;Non renseignée;ETANG DU COUVENT A SAINT-MICHEL-EN-BRENNE;M;Station de mesure Manuelle;0;;;;
L6125793;ETANG DE BEAUREGARD à SAINT-MICHEL-EN-BRENNE;;560268.8;6631810;26;RGF93 / Lambert 93;36204;Saint-Michel-en-Brenne;36;Indre;24;Centre-Val de Loire;GL088;;;;;;;;L6126800;L6126800;;1;Station qualité située sur un plan d'eau;Coordonnées du centroïde du plan d'eau;1900-01-01;;2011-02-09;Non renseignée;ETANG DE BEAUREGARD A SAINT-MICHEL-EN-BRENNE;M;Station de mesure Manuelle;0;999083;;;
L612821;ETANG DE BIGNOTOI à MIGNE;;566510.75;6630053.57;26;RGF93 / Lambert 93;36124;Migné;36;Indre;24;Centre-Val de Loire;GL065;;;;;;;;;;;1;Station qualité située sur un plan d'eau;Coordonnées du centroïde du plan d'eau;1900-01-01;;2008-10-01;Non renseignée;ETANG DE BIGNOTOI A MIGNE;M;Station de mesure Manuelle;0;;;;
L612851;ETANG DE LA GABRIERE à LINGE;;560424.27;6629924.41;26;RGF93 / Lambert 93;36096;Lingé;36;Indre;24;Centre-Val de Loire;GL072;;;;;;;;L6126700;L6126700;;1;Station qualité située sur un plan d'eau;Coordonnées du centroïde du plan d'eau;1900-01-01;;2008-10-01;Non renseignée;ETANG DE LA GABRIERE A LINGE;M;Station de mesure Manuelle;0;999960;;;
L612857;ETANG DE GABRIAU à LINGE;;558724.76;6630349.24;26;RGF93 / Lambert 93;36096;Lingé;36;Indre;24;Centre-Val de Loire;;;;;;;;;;;;1;Station qualité située sur un plan d'eau;Coordonnées du centroïde du plan d'eau;1900-01-01;;2008-10-01;Non renseignée;ETANG DE GABRIAU A LINGE;M;Station de mesure Manuelle;0;;;;
L612864;ETANG PURAIS à LINGE;;555594.5;6629375.08;26;RGF93 / Lambert 93;36096;Lingé;36;Indre;24;Centre-Val de Loire;GL080;;;;;;;;L6127700;L6127700;;1;Station qualité située sur un plan d'eau;Coordonnées du centroïde du plan d'eau;1900-01-01;;2008-10-01;Non renseignée;ETANG PURAIS A LINGE;M;Station de mesure Manuelle;0;998254;;;
L911510;RETENUE DES MOUSSEAUX à RILLE;;489489.99;6711355.15;26;RGF93 / Lambert 93;37198;Rillé;37;Indre-et-Loire ;24;Centre-Val de Loire;GL089;;;;;;;;;;;1;Station qualité située sur un plan d'eau;Coordonnées du point le plus profond (points de prélèvement eau et sédiment);1900-01-01;;2008-10-01;Non renseignée;RETENUE DES MOUSSEAUX A RILLE;M;Station de mesure Manuelle;0;;;;
